#,Sentance,Embedding
599,"“Want to go with me, old sport?",[-21.972992  23.651115 -20.158218]
600,Just near the shore along the Sound.”“What time?”“Any time that suits you best.”It was on the tip of my tongue to ask his name when Jordan lookedaround and smiled.,[ 4.0168324 10.670826   7.9260025]
601,“Having a gay time now?” she inquired.,[-24.045206 -18.83162   24.402306]
602,“Much better.” I turned again to my new acquaintance.,[  3.984183   -6.8445435 -26.721773 ]
603,“This is anunusual party for me.,[-22.77638  -11.376458 -33.122875]
604,I haven’t even seen the host.,[-17.950592 -10.641385 -29.284317]
605,"I live overthere—” I waved my hand at the invisible hedge in the distance, “andthis man Gatsby sent over his chauffeur with an invitation.”For a moment he looked at me as if he failed to understand.",[10.272673  23.93729   -7.3399343]
606,"“I’m Gatsby,” he said suddenly.",[-3.1514816 36.16786   -1.8981825]
607,“What!” I exclaimed.,[-28.969906  -6.89682   -8.665995]
608,"“Oh, I beg your pardon.”“I thought you knew, old sport.",[-15.812988  20.32136  -21.873938]
609,I’m afraid I’m not a very good host.”He smiled understandingly—much more than understandingly.,[  4.446315 -23.777452  -7.347963]
610,"It was oneof those rare smiles with a quality of eternal reassurance in it, thatyou may come across four or five times in life.",[-9.796793  3.657106 42.93462 ]
611,"It faced—or seemed toface—the whole eternal world for an instant, and then concentrated onyou with an irresistible prejudice in your favour.",[31.320238  -7.8409767  9.449522 ]
612,"It understood youjust so far as you wanted to be understood, believed in you as youwould like to believe in yourself, and assured you that it hadprecisely the impression of you that, at your best, you hoped toconvey.",[ -6.2180014 -11.849515    7.1935296]
613,"Precisely at that point it vanished—and I was looking at anelegant young roughneck, a year or two over thirty, whose elaborateformality of speech just missed being absurd.",[ 20.056374    6.1819654 -23.486488 ]
614,Some time before heintroduced himself I’d got a strong impression that he was picking hiswords with care.,[ -3.3039577 -24.480972  -16.098808 ]
615,Almost at the moment when Mr. Gatsby identified himself a butlerhurried toward him with the information that Chicago was calling himon the wire.,[ 4.0499525 41.78698   -0.8375968]
616,He excused himself with a small bow that included each ofus in turn.,[ 20.035116 -19.212446   7.830988]
617,"“If you want anything just ask for it, old sport,” he urged me.",[-21.70455  23.22421 -17.09741]
618,“Excuse me.,[-36.4347     -2.7203074 -13.116292 ]
619,I will rejoin you later.”When he was gone I turned immediately to Jordan—constrained to assureher of my surprise.,[  6.4116516 -14.017269  -12.221535 ]
620,I had expected that Mr. Gatsby would be a floridand corpulent person in his middle years.,[ 2.3514688 36.140503  -4.8903546]
621,“Who is he?” I demanded.,[-20.689741 -11.22602   -9.07988 ]
622,"“Do you know?”“He’s just a man named Gatsby.”“Where is he from, I mean?",[-14.546557   -7.0957847 -11.263102 ]
623,"And what does he do?”“Now you’re started on the subject,” she answered with a wan smile.",[-18.427017   -1.5269679   7.639121 ]
624,"“Well, he told me once he was an Oxford man.”A dim background started to take shape behind him, but at her nextremark it faded away.",[  9.038532 -17.40012   17.589596]
625,"“However, I don’t believe it.”“Why not?”“I don’t know,” she insisted, “I just don’t think he went there.”Something in her tone reminded me of the other girl’s “I think hekilled a man,” and had the effect of stimulating my curiosity.",[-7.317004  -0.3903287 16.833021 ]
626,I wouldhave accepted without question the information that Gatsby sprang fromthe swamps of Louisiana or from the lower East Side of New York.,[10.07252   46.162266  -1.0902499]
627,Thatwas comprehensible.,[-32.776978  -9.966599 -28.94945 ]
628,But young men didn’t—at least in my provincialinexperience I believed they didn’t—drift coolly out of nowhere andbuy a palace on Long Island Sound.,[ 19.55714    9.431081 -20.13923 ]
629,"“Anyhow, he gives large parties,” said Jordan, changing the subjectwith an urban distaste for the concrete.",[ 26.83165   -18.67567     1.5258598]
630,“And I like large parties.,[-25.787071 -11.336585 -31.168226]
631,They’re so intimate.,[-20.062254 -30.936115 -23.098253]
632,"At small parties there isn’t any privacy.”There was the boom of a bass drum, and the voice of the orchestraleader rang out suddenly above the echolalia of the garden.",[45.774128 11.741261 16.575361]
633,"“Ladies and gentlemen,” he cried.",[-31.535496    0.4382076  23.25132  ]
634,"“At the request of Mr. Gatsby we aregoing to play for you Mr. Vladmir Tostoff’s latest work, whichattracted so much attention at Carnegie Hall last May.",[ -2.2928576  33.25887   -11.441253 ]
635,"If you read thepapers you know there was a big sensation.” He smiled with jovialcondescension, and added: “Some sensation!” Whereupon everybodylaughed.",[ 11.499128  -25.721024   -2.1128645]
636,"“The piece is known,” he concluded lustily, “as ‘Vladmir Tostoff’sJazz History of the World!’ ”The nature of Mr. Tostoff’s composition eluded me, because just as itbegan my eyes fell on Gatsby, standing alone on the marble steps andlooking from one group to another with approving eyes.",[13.658263  32.952087   5.4688997]
637,His tanned skinwas drawn attractively tight on his face and his short hair looked asthough it were trimmed every day.,[ 31.780264 -16.909     10.05273 ]
638,I could see nothing sinister abouthim.,[-12.791376 -18.19008  -33.101204]
639,"I wondered if the fact that he was not drinking helped to set himoff from his guests, for it seemed to me that he grew more correct asthe fraternal hilarity increased.",[  2.535898    1.5855819 -22.131098 ]
640,"When the “Jazz History of the World”was over, girls were putting their heads on men’s shoulders in apuppyish, convivial way, girls were swooning backward playfully intomen’s arms, even into groups, knowing that someone would arrest theirfalls—but no one swooned backward on Gatsby, and no French bob touchedGatsby’s shoulder, and no singing quartets were formed with Gatsby’shead for one link.",[24.835867 23.590689 20.44661 ]
641,“I beg your pardon.”Gatsby’s butler was suddenly standing beside us.,[ -7.568927    6.7170644 -22.094954 ]
642,“Miss Baker?” he inquired.,[-6.319411   9.47389    5.1556125]
643,"“I beg your pardon, but Mr. Gatsby wouldlike to speak to you alone.”“With me?” she exclaimed in surprise.",[ 0.46084252 23.116732   -6.6919394 ]
644,"“Yes, madame.”She got up slowly, raising her eyebrows at me in astonishment, andfollowed the butler toward the house.",[8.280732  4.1877985 8.77003  ]
645,"I noticed that she wore herevening-dress, all her dresses, like sports clothes—there was ajauntiness about her movements as if she had first learned to walkupon golf courses on clean, crisp mornings.",[11.518532   4.3025594 22.24088  ]
646,I was alone and it was almost two.,[-21.520172 -22.690277 -30.048332]
647,"For some time confused andintriguing sounds had issued from a long, many-windowed room whichoverhung the terrace.",[44.173096   6.7407985  7.214073 ]
648,"Eluding Jordan’s undergraduate, who was nowengaged in an obstetrical conversation with two chorus girls, and whoimplored me to join him, I went inside.",[ 5.6235194 16.873648  26.746841 ]
649,The large room was full of people.,[-29.60278  -32.32322  -16.753601]
650,"One of the girls in yellow wasplaying the piano, and beside her stood a tall, red-haired young ladyfrom a famous chorus, engaged in song.",[19.165407 27.567457 22.833622]
651,"She had drunk a quantity ofchampagne, and during the course of her song she had decided, ineptly,that everything was very, very sad—she was not only singing, she wasweeping too.",[  7.5532165 -14.575224   33.732327 ]
652,"Whenever there was a pause in the song she filled it withgasping, broken sobs, and then took up the lyric again in a quaveringsoprano.",[  5.9780574 -12.163484   31.95619  ]
653,"The tears coursed down her cheeks—not freely, however, forwhen they came into contact with her heavily beaded eyelashes theyassumed an inky colour, and pursued the rest of their way in slowblack rivulets.",[ 9.537386  -1.1315899 25.86883  ]
654,"A humorous suggestion was made that she sing the noteson her face, whereupon she threw up her hands, sank into a chair, andwent off into a deep vinous sleep.",[18.155914  3.765215 25.859015]
655,"“She had a fight with a man who says he’s her husband,” explained agirl at my elbow.",[-15.227205   -2.1029608  30.435873 ]
656,I looked around.,[-30.884504 -11.209958 -18.168705]
657,Most of the remaining women were now having fightswith men said to be their husbands.,[ 24.629782  -38.589466   -5.6774964]
658,"Even Jordan’s party, the quartetfrom East Egg, were rent asunder by dissension.",[  5.160507  20.030458 -20.16529 ]
659,"One of the men wastalking with curious intensity to a young actress, and his wife, afterattempting to laugh at the situation in a dignified and indifferentway, broke down entirely and resorted to flank attacks—at intervalsshe appeared suddenly at his side like an angry diamond, and hissed:“You promised!” into his ear.",[21.959316 12.214304 18.751793]
660,The reluctance to go home was not confined to wayward men.,[ 15.925412 -19.947613 -21.08333 ]
661,The hallwas at present occupied by two deplorably sober men and their highlyindignant wives.,[ 20.676325 -37.50427   -8.210882]
662,The wives were sympathizing with each other inslightly raised voices.,[ 22.440674 -39.237907  -6.0735  ]
663,"“Whenever he sees I’m having a good time he wants to go home.”“Never heard anything so selfish in my life.”“We’re always the first ones to leave.”“So are we.”“Well, we’re almost the last tonight,” said one of the men sheepishly.",[ -3.562757    1.5505233 -15.777533 ]
664,"“The orchestra left half an hour ago.”In spite of the wives’ agreement that such malevolence was beyondcredibility, the dispute ended in a short struggle, and both wiveswere lifted, kicking, into the night.",[24.39581  17.60806  22.259071]
665,As I waited for my hat in the hall the door of the library opened andJordan Baker and Gatsby came out together.,[ 6.4716334 25.446404  -1.1475476]
666,"He was saying some lastword to her, but the eagerness in his manner tightened abruptly intoformality as several people approached him to say goodbye.",[ 10.677936  -15.5449505  12.61426  ]
667,"Jordan’s party were calling impatiently to her from the porch, but shelingered for a moment to shake hands.",[ 4.8042006 14.365549  22.455194 ]
668,"“I’ve just heard the most amazing thing,” she whispered.",[-28.10377    -6.2039576  13.789782 ]
669,"“How longwere we in there?”“Why, about an hour.”“It was … simply amazing,” she repeated abstractedly.",[-1.2120558  7.647149   0.5104206]
670,“But I swore Iwouldn’t tell it and here I am tantalizing you.” She yawned gracefullyin my face.,[-23.720346 -12.144828  21.766743]
671,“Please come and see me … Phone book … Under the name ofMrs. Sigourney Howard … My aunt …” She was hurrying off as shetalked—her brown hand waved a jaunty salute as she melted into herparty at the door.,[9.188095 7.881255 7.445457]
672,"Rather ashamed that on my first appearance I had stayed so late, Ijoined the last of Gatsby’s guests, who were clustered around him.",[ -1.3392519   3.631912  -24.361504 ]
673,Iwanted to explain that I’d hunted for him early in the evening and toapologize for not having known him in the garden.,[13.914723   1.9333146 -7.973067 ]
674,"“Don’t mention it,” he enjoined me eagerly.",[-10.603408  -24.425056   -0.7616824]
675,"“Don’t give it anotherthought, old sport.” The familiar expression held no more familiaritythan the hand which reassuringly brushed my shoulder.",[ -7.8719215  26.217142  -14.024174 ]
676,"“And don’tforget we’re going up in the hydroplane tomorrow morning, at nineo’clock.”Then the butler, behind his shoulder:“Philadelphia wants you on the phone, sir.”“All right, in a minute.",[  1.312795   9.660429 -23.126608]
677,"Tell them I’ll be right there … Good night.”“Good night.”“Good night.” He smiled—and suddenly there seemed to be a pleasantsignificance in having been among the last to go, as if he had desiredit all the time.",[ -2.2438145   0.5656638 -16.774172 ]
678,"“Good night, old sport … Good night.”But as I walked down the steps I saw that the evening was not quiteover.",[-16.593817  23.283644 -25.354115]
679,Fifty feet from the door a dozen headlights illuminated abizarre and tumultuous scene.,[35.469063   7.282546   7.3225217]
680,"In the ditch beside the road, right sideup, but violently shorn of one wheel, rested a new coupé which hadleft Gatsby’s drive not two minutes before.",[29.440813    1.6709986   0.96856815]
681,"The sharp jut of a wallaccounted for the detachment of the wheel, which was now gettingconsiderable attention from half a dozen curious chauffeurs.",[ 3.1000330e+01 -2.7103205e+00 -2.1863511e-02]
682,"However,as they had left their cars blocking the road, a harsh, discordant dinfrom those in the rear had been audible for some time, and added tothe already violent confusion of the scene.",[26.298784   -0.08311179  1.7353003 ]
683,"A man in a long duster had dismounted from the wreck and now stood inthe middle of the road, looking from the car to the tyre and from thetyre to the observers in a pleasant, puzzled way.",[ 2.9178623e+01 -2.0832226e-02 -1.6902158e+00]
684,“See!” he explained.,[-27.469673 -17.559738  -4.792274]
685,"“It went in the ditch.”The fact was infinitely astonishing to him, and I recognized first theunusual quality of wonder, and then the man—it was the late patron ofGatsby’s library.",[ 14.345232 -21.591278  -5.000943]
686,“How’d it happen?”He shrugged his shoulders.,[-18.694098 -19.364252 -12.10222 ]
687,"“I know nothing whatever about mechanics,” he said decisively.",[ -9.978736   -17.157063    -0.21087648]
688,“But how did it happen?,[-16.857746  -8.788666 -18.397902]
689,"Did you run into the wall?”“Don’t ask me,” said Owl Eyes, washing his hands of the wholematter.",[ -9.357597  -8.896326 -13.849357]
690,“I know very little about driving—next to nothing.,[ -9.341657  -16.55848    -1.9188439]
691,"Ithappened, and that’s all I know.”“Well, if you’re a poor driver you oughtn’t to try driving at night.”“But I wasn’t even trying,” he explained indignantly, “I wasn’t eventrying.”An awed hush fell upon the bystanders.",[  7.3804207    0.39464104 -30.708904  ]
692,“Do you want to commit suicide?”“You’re lucky it was just a wheel!,[-11.7904625    0.38784024 -30.962772  ]
693,"A bad driver and not even trying!”“You don’t understand,” explained the criminal.",[  8.847065   -2.1954918 -28.818533 ]
694,“I wasn’t driving.,[-34.777634 -18.686512 -20.23778 ]
695,There’s another man in the car.”The shock that followed this declaration found voice in a sustained“Ah-h-h!” as the door of the coupé swung slowly open.,[37.827797  -7.7471733 19.293417 ]
696,"The crowd—it wasnow a crowd—stepped back involuntarily, and when the door had openedwide there was a ghostly pause.",[31.301252 -9.449943 -8.33978 ]
697,"Then, very gradually, part by part, apale, dangling individual stepped out of the wreck, pawing tentativelyat the ground with a large uncertain dancing shoe.",[32.459824  -7.0127263 14.11298  ]
698,"Blinded by the glare of the headlights and confused by the incessantgroaning of the horns, the apparition stood swaying for a momentbefore he perceived the man in the duster.",[29.707254   -0.09096599  9.171681  ]
699,“Wha’s matter?” he inquired calmly.,[-16.440989 -19.591913 -14.120335]
700,"“Did we run outa gas?”“Look!”Half a dozen fingers pointed at the amputated wheel—he stared at itfor a moment, and then looked upward as though he suspected that ithad dropped from the sky.",[21.814924  -4.5245743 11.163535 ]
701,"“It came off,” someone explained.",[-27.353033  -19.957947   -4.5285044]
702,He nodded.,[-23.579933  -31.224705   -1.4921495]
703,“At first I din’ notice we’d stopped.”A pause.,[ -8.4031925 -13.152993  -36.992317 ]
704,"Then, taking a long breath and straightening his shoulders,he remarked in a determined voice:“Wonder’ff tell me where there’s a gas’line station?”At least a dozen men, some of them a little better off than he was,explained to him that wheel and car were no longer joined by anyphysical bond.",[23.720558 -6.823909 10.346226]
705,"“Back out,” he suggested after a moment.",[ -1.959289 -38.09933  -12.793148]
706,“Put her in reverse.”“But the wheel’s off!”He hesitated.,[-23.17371  -18.072838  16.272602]
707,"“No harm in trying,” he said.",[-19.748823   -20.236147     0.22010183]
708,The caterwauling horns had reached a crescendo and I turned away andcut across the lawn toward home.,[43.915863 10.623735 14.588573]
709,I glanced back once.,[-29.074812 -12.665461 -16.670784]
710,"A wafer of amoon was shining over Gatsby’s house, making the night fine as before,and surviving the laughter and the sound of his still glowing garden.",[25.036156 18.97206   6.852271]
711,"A sudden emptiness seemed to flow now from the windows and the greatdoors, endowing with complete isolation the figure of the host, whostood on the porch, his hand up in a formal gesture of farewell.",[23.282738   1.6385541 11.772123 ]
712,"Reading over what I have written so far, I see I have given theimpression that the events of three nights several weeks apart wereall that absorbed me.",[  5.8782277   6.0535617 -13.445638 ]
713,"On the contrary, they were merely casual eventsin a crowded summer, and, until much later, they absorbed meinfinitely less than my personal affairs.",[19.8949    -8.100966  -7.3592367]
714,Most of the time I worked.,[-22.269848 -14.576794 -22.363739]
715,In the early morning the sun threw myshadow westward as I hurried down the white chasms of lower New Yorkto the Probity Trust.,[37.462265 17.714905  8.263728]
716,"I knew the other clerks and young bond-salesmenby their first names, and lunched with them in dark, crowdedrestaurants on little pig sausages and mashed potatoes and coffee.",[42.39511  25.668705  4.335797]
717,"Ieven had a short affair with a girl who lived in Jersey City andworked in the accounting department, but her brother began throwingmean looks in my direction, so when she went on her vacation in July Ilet it blow quietly away.",[16.754171 20.834745 14.997669]
718,I took dinner usually at the Yale Club—for some reason it was thegloomiest event of my day—and then I went upstairs to the library andstudied investments and securities for a conscientious hour.,[ 15.996046   8.889847 -13.756272]
719,"Therewere generally a few rioters around, but they never came into thelibrary, so it was a good place to work.",[ -7.007619  18.518156 -26.344872]
720,"After that, if the night wasmellow, I strolled down Madison Avenue past the old Murray Hill Hotel,and over 33rd Street to the Pennsylvania Station.",[ 36.383057  24.245626 -10.606887]
721,"I began to like New York, the racy, adventurous feel of it at night,and the satisfaction that the constant flicker of men and women andmachines gives to the restless eye.",[  2.8924472 -10.981608   10.723707 ]
722,"I liked to walk up Fifth Avenueand pick out romantic women from the crowd and imagine that in a fewminutes I was going to enter into their lives, and no one would everknow or disapprove.",[-12.720641    1.9311054   3.7149928]
723,"Sometimes, in my mind, I followed them to theirapartments on the corners of hidden streets, and they turned andsmiled back at me before they faded through a door into warmdarkness.",[ 24.545752    7.0554667 -11.987054 ]
724,"At the enchanted metropolitan twilight I felt a hauntingloneliness sometimes, and felt it in others—poor young clerks wholoitered in front of windows waiting until it was time for a solitaryrestaurant dinner—young clerks in the dusk, wasting the most poignantmoments of night and life.",[ 36.0228    -4.101842 -19.341595]
725,"Again at eight o’clock, when the dark lanes of the Forties were linedfive deep with throbbing taxicabs, bound for the theatre district, Ifelt a sinking in my heart.",[25.439194  -3.0093336 23.728777 ]
726,"Forms leaned together in the taxis as theywaited, and voices sang, and there was laughter from unheard jokes,and lighted cigarettes made unintelligible circles inside.",[34.583916   3.5552475 20.626303 ]
727,"Imaginingthat I, too, was hurrying towards gaiety and sharing their intimateexcitement, I wished them well.",[ -1.7166225 -25.189625    5.665195 ]
728,"For a while I lost sight of Jordan Baker, and then in midsummer Ifound her again.",[-2.8848546 12.097157   2.005396 ]
729,"At first I was flattered to go places with her,because she was a golf champion, and everyone knew her name.",[-9.4377575 -2.4155397 22.260555 ]
730,Then itwas something more.,[-23.160385 -38.39404  -11.361537]
731,"I wasn’t actually in love, but I felt a sort oftender curiosity.",[-11.972177  -7.0417    14.71239 ]
732,"The bored haughty face that she turned to the worldconcealed something—most affectations conceal something eventually,even though they don’t in the beginning—and one day I found what itwas.",[ 4.8198843 -3.5625331 16.26158  ]
733,"When we were on a house-party together up in Warwick, she left aborrowed car out in the rain with the top down, and then lied aboutit—and suddenly I remembered the story about her that had eluded methat night at Daisy’s.",[18.886538 13.903571  4.600459]
734,At her first big golf tournament there was arow that nearly reached the newspapers—a suggestion that she had movedher ball from a bad lie in the semifinal round.,[-11.52155   23.40794  -33.158157]
735,The thing approachedthe proportions of a scandal—then died away.,[  0.5755405 -31.328833  -23.915749 ]
736,"A caddy retracted hisstatement, and the only other witness admitted that he might have beenmistaken.",[ 21.01401    -1.2772117 -28.143255 ]
737,The incident and the name had remained together in my mind.,[ 10.469476  -44.052284   -0.9819722]
738,"Jordan Baker instinctively avoided clever, shrewd men, and now I sawthat this was because she felt safer on a plane where any divergencefrom a code would be thought impossible.",[ 0.65244794 10.873139   17.143143  ]
739,She was incurably dishonest.,[-22.32281  -26.99425   12.763517]
740,"She wasn’t able to endure being at a disadvantage and, given thisunwillingness, I suppose she had begun dealing in subterfuges when shewas very young in order to keep that cool, insolent smile turned tothe world and yet satisfy the demands of her hard, jaunty body.",[ 7.5653715 -3.8710043 19.450472 ]
741,It made no difference to me.,[-23.676212 -33.287476  -8.992639]
742,"Dishonesty in a woman is a thing younever blame deeply—I was casually sorry, and then I forgot.",[-3.0765753 -2.4792225  6.6113806]
743,It was onthat same house-party that we had a curious conversation about drivinga car.,[  2.8433113  -7.9756594 -17.941248 ]
744,It started because she passed so close to some workmen that ourfender flicked a button on one man’s coat.,[23.446398    0.33953923 34.258335  ]
745,"“You’re a rotten driver,” I protested.",[  7.42093   -2.362792 -23.893723]
746,"“Either you ought to be morecareful, or you oughtn’t to drive at all.”“I am careful.”“No, you’re not.”“Well, other people are,” she said lightly.",[  4.75525    2.50709  -30.325426]
747,"“What’s that got to do with it?”“They’ll keep out of my way,” she insisted.",[-18.034897 -13.26222   14.284855]
748,"“It takes two to make anaccident.”“Suppose you met somebody just as careless as yourself.”“I hope I never will,” she answered.",[ -7.6065946 -10.304434   11.2938175]
749,“I hate careless people.,[-40.64987    6.02936  -13.130032]
750,"That’swhy I like you.”Her grey, sun-strained eyes stared straight ahead, but she haddeliberately shifted our relations, and for a moment I thought I lovedher.",[ 28.579815   -26.32999     -0.91625226]
751,"But I am slow-thinking and full of interior rules that act asbrakes on my desires, and I knew that first I had to get myselfdefinitely out of that tangle back home.",[  0.5138582 -32.799866   14.964218 ]
752,"I’d been writing letters oncea week and signing them: “Love, Nick,” and all I could think of washow, when that certain girl played tennis, a faint moustache ofperspiration appeared on her upper lip.",[-1.501008 26.902689 24.489458]
753,Nevertheless there was a vagueunderstanding that had to be tactfully broken off before I was free.,[  2.3465946  -8.016408  -11.725275 ]
754,"Everyone suspects himself of at least one of the cardinal virtues, andthis is mine: I am one of the few honest people that I have everknown.",[-10.487311   -3.7854526  -2.7200425]
755,"IVOn Sunday morning while church bells rang in the villages alongshore,the world and its mistress returned to Gatsby’s house and twinkledhilariously on his lawn.",[25.429089  21.823147   5.9990926]
756,"“He’s a bootlegger,” said the young ladies, moving somewhere betweenhis cocktails and his flowers.",[17.457386  3.872956 40.078987]
757,“One time he killed a man who had foundout that he was nephew to Von Hindenburg and second cousin to thedevil.,[-39.385624  12.601211  11.564525]
758,"Reach me a rose, honey, and pour me a last drop into that therecrystal glass.”Once I wrote down on the empty spaces of a timetable the names ofthose who came to Gatsby’s house that summer.",[ 6.715565  20.005625  -1.2976123]
759,"It is an old timetablenow, disintegrating at its folds, and headed “This schedule in effectJuly 5th, 1922.” But I can still read the grey names, and they willgive you a better impression than my generalities of those whoaccepted Gatsby’s hospitality and paid him the subtle tribute ofknowing nothing whatever about him.",[ 14.826185  20.6969   -26.908564]
760,"From East Egg, then, came the Chester Beckers and the Leeches, and aman named Bunsen, whom I knew at Yale, and Doctor Webster Civet, whowas drowned last summer up in Maine.",[32.919544 25.346487 22.621483]
761,"And the Hornbeams and the WillieVoltaires, and a whole clan named Blackbuck, who always gathered in acorner and flipped up their noses like goats at whosoever camenear.",[27.124523 15.248879 28.407837]
762,"And the Ismays and the Chrysties (or rather Hubert Auerbach andMr. Chrystie’s wife), and Edgar Beaver, whose hair, they say, turnedcotton-white one winter afternoon for no good reason at all.",[24.727753 23.730137 28.285137]
763,"Clarence Endive was from East Egg, as I remember.",[  2.92688   16.967472 -22.912699]
764,"He came only once,in white knickerbockers, and had a fight with a bum named Etty in thegarden.",[20.038984  11.460665  -2.1925175]
765,"From farther out on the Island came the Cheadles and the O.R. P. Schraeders, and the Stonewall Jackson Abrams of Georgia, and theFishguards and the Ripley Snells.",[29.562752 20.804546 25.170149]
766,"Snell was there three days before hewent to the penitentiary, so drunk out on the gravel drive thatMrs. Ulysses Swett’s automobile ran over his right hand.",[29.815016   3.2360437 -0.9586887]
767,"The Danciescame, too, and S. B. Whitebait, who was well over sixty, and MauriceA. Flink, and the Hammerheads, and Beluga the tobacco importer, andBeluga’s girls.",[32.609814 17.040747 24.563894]
768,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck andCecil Schoen and Gulick the State senator and Newton Orchid, whocontrolled Films Par Excellence, and Eckhaust and Clyde Cohen and DonS. Schwartz (the son) and Arthur McCarty, all connected with themovies in one way or another.",[31.680693 22.213655 24.720722]
769,"And the Catlips and the Bembergs and G.Earl Muldoon, brother to that Muldoon who afterward strangled hiswife.",[29.284363 16.045753 27.57791 ]
770,"Da Fontano the promoter came there, and Ed Legros and James B.",[33.414127 16.978079 27.741173]
771,"(“Rot-Gut”) Ferret and the De Jongs and Ernest Lilly—they came togamble, and when Ferret wandered into the garden it meant he wascleaned out and Associated Traction would have to fluctuate profitablynext day.",[ 6.161991 24.717102 22.704124]
772,A man named Klipspringer was there so often that he became known as“the boarder”—I doubt if he had any other home.,[ 23.716074   -4.4861007 -14.991904 ]
773,Of theatrical peoplethere were Gus Waize and Horace O’Donavan and Lester Myer and GeorgeDuckweed and Francis Bull.,[32.745403 21.36859  27.23216 ]
774,"Also from New York were the Chromes and theBackhyssons and the Dennickers and Russel Betty and the Corrigans andthe Kellehers and the Dewars and the Scullys and S. W. Belcher and theSmirkes and the young Quinns, divorced now, and Henry L. Palmetto, whokilled himself by jumping in front of a subway train in Times Square.",[33.15607  20.429821 24.171343]
775,Benny McClenahan arrived always with four girls.,[-15.212229    -0.49217173  -0.10223165]
776,"They were never quitethe same ones in physical person, but they were so identical one withanother that it inevitably seemed they had been there before.",[ 27.73851  -26.85617   -8.835731]
777,"I haveforgotten their names—Jaqueline, I think, or else Consuela, or Gloriaor Judy or June, and their last names were either the melodious namesof flowers and months or the sterner ones of the great Americancapitalists whose cousins, if pressed, they would confess themselvesto be.",[28.016325 25.395063 29.092009]
778,"In addition to all these I can remember that Faustina O’Brien camethere at least once and the Baedeker girls and young Brewer, who hadhis nose shot off in the war, and Mr. Albrucksburger and Miss Haag,his fiancée, and Ardita Fitz-Peters and Mr. P. Jewett, once head ofthe American Legion, and Miss Claudia Hip, with a man reputed to beher chauffeur, and a prince of something, whom we called Duke, andwhose name, if I ever knew it, I have forgotten.",[29.124022 26.497238 25.326712]
779,All these people came to Gatsby’s house in the summer.,[ -3.7162402  40.805183  -14.390517 ]
780,"At nine o’clock, one morning late in July, Gatsby’s gorgeous carlurched up the rocky drive to my door and gave out a burst of melodyfrom its three-noted horn.",[44.425953   3.5653641  1.4981848]
781,"It was the first time he had called on me, though I had gone to two ofhis parties, mounted in his hydroplane, and, at his urgent invitation,made frequent use of his beach.",[ 13.648173 -21.084517   2.469496]
782,"“Good morning, old sport.",[-20.937151  24.541643 -22.39068 ]
783,"You’re having lunch with me today and Ithought we’d ride up together.”He was balancing himself on the dashboard of his car with thatresourcefulness of movement that is so peculiarly American—that comes,I suppose, with the absence of lifting work in youth and, even more,with the formless grace of our nervous, sporadic games.",[15.227166   7.440862   6.2082653]
784,This qualitywas continually breaking through his punctilious manner in the shapeof restlessness.,[ 24.03231   -16.451061    4.3064365]
785,He was never quite still; there was always a tappingfoot somewhere or the impatient opening and closing of a hand.,[ 19.1708   -17.312534  -5.970142]
786,He saw me looking with admiration at his car.,[  0.32462916 -28.201696    -1.2583787 ]
787,"“It’s pretty, isn’t it, old sport?” He jumped off to give me a betterview.",[-18.695105  20.718697 -16.288727]
788,“Haven’t you ever seen it before?”I’d seen it.,[-37.221043 -11.582107   7.085704]
789,Everybody had seen it.,[-39.467434 -12.814211   7.138165]
790,"It was a rich cream colour, brightwith nickel, swollen here and there in its monstrous length withtriumphant hatboxes and supper-boxes and toolboxes, and terraced witha labyrinth of windshields that mirrored a dozen suns.",[33.039616 18.868542 16.563953]
791,"Sitting downbehind many layers of glass in a sort of green leather conservatory,we started to town.",[44.30053    2.3839462 24.976881 ]
792,"I had talked with him perhaps half a dozen times in the past month andfound, to my disappointment, that he had little to say.",[ -2.89484   -17.22812   -11.7557335]
793,"So my firstimpression, that he was a person of some undefined consequence, hadgradually faded and he had become simply the proprietor of anelaborate roadhouse next door.",[ 18.89459     2.6237159 -10.935005 ]
794,And then came that disconcerting ride.,[ -0.86221564 -37.044437     2.2382631 ]
795,We hadn’t reached West Eggvillage before Gatsby began leaving his elegant sentences unfinishedand slapping himself indecisively on the knee of his caramel-colouredsuit.,[ 5.710795  37.492065   5.2490325]
796,"“Look here, old sport,” he broke out surprisingly, “what’s youropinion of me, anyhow?”A little overwhelmed, I began the generalized evasions which thatquestion deserves.",[ -6.2130837  22.515942  -12.088099 ]
797,"“Well, I’m going to tell you something about my life,” he interrupted.",[ -6.946598  -8.751339 -20.649132]
798,“I don’t want you to get a wrong idea of me from all these stories youhear.”So he was aware of the bizarre accusations that flavoured conversationin his halls.,[-6.379853  -5.9644766  3.3828642]
799,“I’ll tell you God’s truth.” His right hand suddenly ordered divineretribution to stand by.,[-21.732164  13.84892  -10.651248]
800,“I am the son of some wealthy people in theMiddle West—all dead now.,[-11.7713785  35.92776   -16.69544  ]
801,"I was brought up in America but educated atOxford, because all my ancestors have been educated there for manyyears.",[ 13.975245  13.579708 -25.205658]
802,It is a family tradition.”He looked at me sideways—and I knew why Jordan Baker had believed hewas lying.,[-1.4298869 13.528533  -1.508303 ]
